"Temperature (C)","Pressure (kpa)","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
8,1000,90,213,33,"2020-07-02 22:00:00"
6,1000,90,212,32,"2020-07-02 23:00:00"
6,1000,90,211,32,"2020-07-03 00:00:00"
10,999,89,211,31,"2020-07-03 01:00:00"
12,999,87,212,30,"2020-07-03 02:00:00"
14,999,86,213,30,"2020-07-03 03:00:00"
14,999,87,209,28,"2020-07-03 04:00:00"
14,999,88,205,27,"2020-07-03 05:00:00"
14,999,90,202,26,"2020-07-03 06:00:00"
16,999,93,196,26,"2020-07-03 07:00:00"
16,1000,96,191,27,"2020-07-03 08:00:00"
16,1000,99,186,27,"2020-07-03 09:00:00"
16,1000,98,189,30,"2020-07-03 10:00:00"
16,1000,98,191,33,"2020-07-03 11:00:00"
18,1000,98,194,36,"2020-07-03 12:00:00"
16,1000,98,197,37,"2020-07-03 13:00:00"
16,999,99,200,37,"2020-07-03 14:00:00"
16,999,100,202,38,"2020-07-03 15:00:00"
16,999,99,204,36,"2020-07-03 16:00:00"
16,999,97,206,34,"2020-07-03 17:00:00"
16,999,96,207,33,"2020-07-03 18:00:00"
16,1000,92,207,31,"2020-07-03 19:00:00"
16,1001,87,206,29,"2020-07-03 20:00:00"
16,1001,83,206,27,"2020-07-03 21:00:00"
16,1001,81,207,27,"2020-07-03 22:00:00"
16,1001,79,208,27,"2020-07-03 23:00:00"
16,1001,76,209,27,"2020-07-04 00:00:00"
16,1001,76,211,26,"2020-07-04 01:00:00"
16,1001,76,213,25,"2020-07-04 02:00:00"
16,1001,76,215,24,"2020-07-04 03:00:00"
16,1001,75,210,24,"2020-07-04 04:00:00"
16,1001,75,206,23,"2020-07-04 05:00:00"
16,1002,74,201,23,"2020-07-04 06:00:00"
16,1002,73,197,23,"2020-07-04 07:00:00"
16,1002,72,192,24,"2020-07-04 08:00:00"
18,1003,71,188,24,"2020-07-04 09:00:00"
18,1003,73,193,25,"2020-07-04 10:00:00"
18,1003,75,198,26,"2020-07-04 11:00:00"
18,1004,77,203,27,"2020-07-04 12:00:00"
18,1003,79,208,28,"2020-07-04 13:00:00"
18,1003,81,213,28,"2020-07-04 14:00:00"
18,1003,83,218,29,"2020-07-04 15:00:00"
18,1003,80,220,28,"2020-07-04 16:00:00"
18,1003,77,221,28,"2020-07-04 17:00:00"
18,1004,74,223,27,"2020-07-04 18:00:00"
18,1004,71,223,26,"2020-07-04 19:00:00"
16,1005,67,222,26,"2020-07-04 20:00:00"
16,1005,63,221,25,"2020-07-04 21:00:00"
16,1005,67,222,24,"2020-07-04 22:00:00"
16,1006,71,222,24,"2020-07-04 23:00:00"
16,1006,75,223,24,"2020-07-05 00:00:00"
16,1005,77,224,23,"2020-07-05 01:00:00"
16,1005,79,226,22,"2020-07-05 02:00:00"
16,1005,81,228,22,"2020-07-05 03:00:00"
16,1005,81,228,21,"2020-07-05 04:00:00"
16,1005,81,229,20,"2020-07-05 05:00:00"
16,1006,80,230,19,"2020-07-05 06:00:00"
16,1006,81,229,18,"2020-07-05 07:00:00"
18,1007,81,229,18,"2020-07-05 08:00:00"
18,1007,82,229,17,"2020-07-05 09:00:00"
18,1007,82,232,18,"2020-07-05 10:00:00"
18,1007,82,235,19,"2020-07-05 11:00:00"
18,1006,82,238,20,"2020-07-05 12:00:00"
18,1006,81,241,21,"2020-07-05 13:00:00"
18,1005,79,245,21,"2020-07-05 14:00:00"
20,1005,77,248,21,"2020-07-05 15:00:00"
18,1005,79,251,21,"2020-07-05 16:00:00"
18,1005,81,254,20,"2020-07-05 17:00:00"
18,1005,82,257,19,"2020-07-05 18:00:00"
18,1005,82,257,18,"2020-07-05 19:00:00"
18,1006,81,258,18,"2020-07-05 20:00:00"
18,1006,81,258,17,"2020-07-05 21:00:00"
18,1006,83,257,18,"2020-07-05 22:00:00"
18,1006,86,257,18,"2020-07-05 23:00:00"
16,1006,88,257,19,"2020-07-06 00:00:00"
16,1005,87,258,19,"2020-07-06 01:00:00"
16,1005,86,259,20,"2020-07-06 02:00:00"
16,1004,85,260,20,"2020-07-06 03:00:00"
16,1004,84,258,18,"2020-07-06 04:00:00"
16,1004,83,256,17,"2020-07-06 05:00:00"
16,1004,81,254,15,"2020-07-06 06:00:00"
18,1004,75,251,14,"2020-07-06 07:00:00"
18,1005,69,248,13,"2020-07-06 08:00:00"
18,1005,62,244,12,"2020-07-06 09:00:00"
18,1005,57,247,14,"2020-07-06 10:00:00"
20,1004,51,249,15,"2020-07-06 11:00:00"
20,1004,45,251,17,"2020-07-06 12:00:00"
20,1004,56,252,17,"2020-07-06 13:00:00"
20,1003,66,253,17,"2020-07-06 14:00:00"
20,1003,76,254,18,"2020-07-06 15:00:00"
20,1003,74,252,17,"2020-07-06 16:00:00"
20,1003,72,251,17,"2020-07-06 17:00:00"
20,1003,69,250,16,"2020-07-06 18:00:00"
18,1003,70,245,15,"2020-07-06 19:00:00"
18,1004,71,240,15,"2020-07-06 20:00:00"
18,1004,73,235,14,"2020-07-06 21:00:00"
18,1004,74,230,14,"2020-07-06 22:00:00"
18,1004,75,225,14,"2020-07-06 23:00:00"
18,1004,76,220,14,"2020-07-07 00:00:00"
18,1004,74,218,14,"2020-07-07 01:00:00"
18,1003,72,216,14,"2020-07-07 02:00:00"
16,1003,71,215,14,"2020-07-07 03:00:00"
16,1003,64,213,15,"2020-07-07 04:00:00"
16,1003,57,210,15,"2020-07-07 05:00:00"
16,1004,50,208,15,"2020-07-07 06:00:00"
18,1004,50,204,17,"2020-07-07 07:00:00"
18,1005,50,200,18,"2020-07-07 08:00:00"
18,1006,50,196,19,"2020-07-07 09:00:00"
18,1006,50,199,20,"2020-07-07 10:00:00"
18,1006,50,202,20,"2020-07-07 11:00:00"
20,1005,50,205,21,"2020-07-07 12:00:00"
20,1005,55,210,20,"2020-07-07 13:00:00"
20,1004,60,215,20,"2020-07-07 14:00:00"
20,1004,65,219,19,"2020-07-07 15:00:00"
20,1004,57,220,17,"2020-07-07 16:00:00"
20,1004,49,222,16,"2020-07-07 17:00:00"
20,1004,40,223,14,"2020-07-07 18:00:00"
20,1005,37,219,13,"2020-07-07 19:00:00"
18,1005,34,216,12,"2020-07-07 20:00:00"
18,1006,30,212,12,"2020-07-07 21:00:00"
18,1006,34,205,12,"2020-07-07 22:00:00"
18,1006,38,197,13,"2020-07-07 23:00:00"
18,1006,42,190,14,"2020-07-08 00:00:00"
18,1006,50,190,14,"2020-07-08 01:00:00"
18,1005,58,191,13,"2020-07-08 02:00:00"
18,1005,66,191,13,"2020-07-08 03:00:00"
18,1006,62,188,12,"2020-07-08 04:00:00"
18,1006,57,185,11,"2020-07-08 05:00:00"
18,1006,52,182,10,"2020-07-08 06:00:00"
18,1006,55,181,11,"2020-07-08 07:00:00"
18,1007,58,180,11,"2020-07-08 08:00:00"
18,1008,61,179,12,"2020-07-08 09:00:00"
20,1007,56,198,14,"2020-07-08 10:00:00"
20,1007,51,217,15,"2020-07-08 11:00:00"
20,1007,46,236,17,"2020-07-08 12:00:00"
20,1006,56,252,18,"2020-07-08 13:00:00"
20,1005,66,269,19,"2020-07-08 14:00:00"
20,1004,77,285,19,"2020-07-08 15:00:00"
20,1004,75,288,18,"2020-07-08 16:00:00"
20,1005,73,290,16,"2020-07-08 17:00:00"
20,1005,71,292,15,"2020-07-08 18:00:00"
20,1005,65,291,12,"2020-07-08 19:00:00"
20,1006,59,291,10,"2020-07-08 20:00:00"
20,1006,54,291,8,"2020-07-08 21:00:00"
18,1006,57,280,7,"2020-07-08 22:00:00"
18,1006,61,270,7,"2020-07-08 23:00:00"
18,1006,64,260,7,"2020-07-09 00:00:00"
18,1006,68,260,8,"2020-07-09 01:00:00"
18,1005,71,260,8,"2020-07-09 02:00:00"
18,1005,75,260,9,"2020-07-09 03:00:00"
18,1005,71,263,9,"2020-07-09 04:00:00"
18,1005,68,266,9,"2020-07-09 05:00:00"
18,1005,64,268,9,"2020-07-09 06:00:00"
18,1006,65,267,9,"2020-07-09 07:00:00"
18,1006,66,266,10,"2020-07-09 08:00:00"
18,1006,66,265,11,"2020-07-09 09:00:00"
20,1006,68,269,12,"2020-07-09 10:00:00"
20,1006,70,272,14,"2020-07-09 11:00:00"
20,1006,73,276,15,"2020-07-09 12:00:00"
20,1005,73,278,16,"2020-07-09 13:00:00"
20,1005,72,280,17,"2020-07-09 14:00:00"
20,1004,72,282,17,"2020-07-09 15:00:00"
20,1004,71,280,16,"2020-07-09 16:00:00"
20,1004,70,277,15,"2020-07-09 17:00:00"
20,1004,69,275,14,"2020-07-09 18:00:00"
20,1005,65,265,13,"2020-07-09 19:00:00"
18,1005,60,255,11,"2020-07-09 20:00:00"
18,1006,56,244,10,"2020-07-09 21:00:00"
18,1006,56,229,10,"2020-07-09 22:00:00"
18,1006,56,213,9,"2020-07-09 23:00:00"
18,1006,57,198,9,"2020-07-10 00:00:00"
16,1006,60,192,9,"2020-07-10 01:00:00"
16,1005,62,185,10,"2020-07-10 02:00:00"
16,1005,65,179,10,"2020-07-10 03:00:00"
16,1005,71,182,10,"2020-07-10 04:00:00"
16,1005,77,186,9,"2020-07-10 05:00:00"
16,1005,83,189,9,"2020-07-10 06:00:00"
18,1006,81,201,9,"2020-07-10 07:00:00"
18,1006,78,213,9,"2020-07-10 08:00:00"
18,1007,76,226,9,"2020-07-10 09:00:00"
18,1007,78,226,11,"2020-07-10 10:00:00"
20,1007,79,226,12,"2020-07-10 11:00:00"
20,1007,80,227,13,"2020-07-10 12:00:00"
20,1006,79,229,13,"2020-07-10 13:00:00"
20,1006,78,231,13,"2020-07-10 14:00:00"
20,1005,77,234,14,"2020-07-10 15:00:00"
18,1005,75,225,13,"2020-07-10 16:00:00"
18,1005,73,217,13,"2020-07-10 17:00:00"
16,1005,72,208,13,"2020-07-10 18:00:00"
16,1006,70,201,13,"2020-07-10 19:00:00"
16,1006,68,193,14,"2020-07-10 20:00:00"
14,1007,66,186,14,"2020-07-10 21:00:00"
14,1007,69,180,14,"2020-07-10 22:00:00"
14,1007,71,174,13,"2020-07-10 23:00:00"
14,1007,74,169,13,"2020-07-11 00:00:00"
14,1006,79,172,13,"2020-07-11 01:00:00"
14,1006,84,175,14,"2020-07-11 02:00:00"
14,1005,89,178,15,"2020-07-11 03:00:00"
14,1005,86,177,16,"2020-07-11 04:00:00"
16,1005,84,176,16,"2020-07-11 05:00:00"
16,1006,82,176,17,"2020-07-11 06:00:00"
16,1006,83,178,18,"2020-07-11 07:00:00"
16,1006,84,180,19,"2020-07-11 08:00:00"
16,1007,85,182,20,"2020-07-11 09:00:00"
18,1007,84,191,22,"2020-07-11 10:00:00"
18,1007,82,199,24,"2020-07-11 11:00:00"
18,1007,81,208,26,"2020-07-11 12:00:00"
18,1006,82,209,25,"2020-07-11 13:00:00"
18,1006,83,210,25,"2020-07-11 14:00:00"
18,1005,83,212,24,"2020-07-11 15:00:00"
16,1006,85,206,22,"2020-07-11 16:00:00"
16,1006,87,201,20,"2020-07-11 17:00:00"
16,1006,88,196,18,"2020-07-11 18:00:00"
14,1006,80,184,16,"2020-07-11 19:00:00"
14,1007,71,173,13,"2020-07-11 20:00:00"
14,1007,62,162,10,"2020-07-11 21:00:00"
12,1007,63,144,9,"2020-07-11 22:00:00"
12,1007,64,127,7,"2020-07-11 23:00:00"
12,1007,64,109,6,"2020-07-12 00:00:00"
12,1007,69,103,6,"2020-07-12 01:00:00"
14,1006,74,97,6,"2020-07-12 02:00:00"
14,1006,79,91,6,"2020-07-12 03:00:00"
14,1006,78,98,7,"2020-07-12 04:00:00"
16,1006,77,106,8,"2020-07-12 05:00:00"
16,1006,76,113,8,"2020-07-12 06:00:00"
16,1007,78,124,10,"2020-07-12 07:00:00"
18,1007,81,135,13,"2020-07-12 08:00:00"
18,1008,83,146,15,"2020-07-12 09:00:00"
18,1007,82,159,19,"2020-07-12 10:00:00"
20,1007,81,172,22,"2020-07-12 11:00:00"
20,1007,80,185,26,"2020-07-12 12:00:00"
20,1007,80,188,29,"2020-07-12 13:00:00"
20,1006,80,192,31,"2020-07-12 14:00:00"
20,1006,79,195,33,"2020-07-12 15:00:00"
18,1006,79,197,31,"2020-07-12 16:00:00"
18,1006,78,199,30,"2020-07-12 17:00:00"
18,1006,78,200,28,"2020-07-12 18:00:00"
18,1007,77,205,25,"2020-07-12 19:00:00"
18,1007,75,210,22,"2020-07-12 20:00:00"
18,1008,74,215,20,"2020-07-12 21:00:00"
16,1008,68,220,18,"2020-07-12 22:00:00"
16,1008,63,226,17,"2020-07-12 23:00:00"
16,1008,57,231,15,"2020-07-13 00:00:00"
16,1007,61,233,15,"2020-07-13 01:00:00"
16,1007,65,236,15,"2020-07-13 02:00:00"
16,1007,69,238,15,"2020-07-13 03:00:00"
16,1007,68,238,14,"2020-07-13 04:00:00"
16,1007,66,238,14,"2020-07-13 05:00:00"
16,1007,65,238,13,"2020-07-13 06:00:00"
16,1008,66,236,14,"2020-07-13 07:00:00"
18,1008,67,234,15,"2020-07-13 08:00:00"
18,1008,68,231,16,"2020-07-13 09:00:00"
18,1008,73,235,18,"2020-07-13 10:00:00"
18,1008,78,239,20,"2020-07-13 11:00:00"
18,1008,83,242,22,"2020-07-13 12:00:00"
18,1007,83,245,23,"2020-07-13 13:00:00"
18,1007,82,249,24,"2020-07-13 14:00:00"
18,1006,82,252,24,"2020-07-13 15:00:00"
18,1006,80,254,23,"2020-07-13 16:00:00"
18,1006,78,256,21,"2020-07-13 17:00:00"
18,1006,76,258,20,"2020-07-13 18:00:00"
18,1007,79,259,18,"2020-07-13 19:00:00"
18,1007,81,260,16,"2020-07-13 20:00:00"
18,1008,84,260,15,"2020-07-13 21:00:00"
18,1007,83,260,14,"2020-07-13 22:00:00"
18,1007,82,260,14,"2020-07-13 23:00:00"
18,1007,82,260,13,"2020-07-14 00:00:00"
18,1007,81,258,13,"2020-07-14 01:00:00"
18,1007,80,257,12,"2020-07-14 02:00:00"
18,1006,79,256,12,"2020-07-14 03:00:00"
18,1006,79,254,12,"2020-07-14 04:00:00"
18,1006,79,251,12,"2020-07-14 05:00:00"
18,1007,79,249,12,"2020-07-14 06:00:00"
18,1007,75,249,12,"2020-07-14 07:00:00"
18,1007,71,249,12,"2020-07-14 08:00:00"
18,1008,67,250,12,"2020-07-14 09:00:00"
20,1007,61,253,14,"2020-07-14 10:00:00"
20,1007,55,256,16,"2020-07-14 11:00:00"
20,1007,49,259,17,"2020-07-14 12:00:00"
20,1006,54,262,18,"2020-07-14 13:00:00"
20,1005,60,265,20,"2020-07-14 14:00:00"
20,1005,65,269,21,"2020-07-14 15:00:00"
20,1005,58,273,20,"2020-07-14 16:00:00"
20,1005,52,278,20,"2020-07-14 17:00:00"
20,1005,45,283,19,"2020-07-14 18:00:00"
20,1005,57,283,18,"2020-07-14 19:00:00"
18,1005,69,284,17,"2020-07-14 20:00:00"
18,1006,81,284,17,"2020-07-14 21:00:00"
18,1005,84,284,16,"2020-07-14 22:00:00"
18,1005,86,284,16,"2020-07-14 23:00:00"
18,1005,89,284,15,"2020-07-15 00:00:00"
18,1005,87,285,15,"2020-07-15 01:00:00"
18,1004,86,286,14,"2020-07-15 02:00:00"
18,1004,84,287,13,"2020-07-15 03:00:00"
18,1004,78,285,12,"2020-07-15 04:00:00"
18,1004,73,282,11,"2020-07-15 05:00:00"
18,1004,67,280,9,"2020-07-15 06:00:00"
18,1005,66,276,9,"2020-07-15 07:00:00"
18,1005,65,272,9,"2020-07-15 08:00:00"
18,1005,64,268,9,"2020-07-15 09:00:00"
20,1005,71,271,11,"2020-07-15 10:00:00"
20,1005,79,273,13,"2020-07-15 11:00:00"
20,1004,87,276,15,"2020-07-15 12:00:00"
20,1004,88,280,17,"2020-07-15 13:00:00"
20,1003,88,284,18,"2020-07-15 14:00:00"
20,1003,89,288,19,"2020-07-15 15:00:00"
18,1003,88,289,18,"2020-07-15 16:00:00"
18,1003,86,289,17,"2020-07-15 17:00:00"
16,1003,84,289,15,"2020-07-15 18:00:00"
14,1003,74,287,14,"2020-07-15 19:00:00"
12,1004,65,284,13,"2020-07-15 20:00:00"
10,1004,55,282,12,"2020-07-15 21:00:00"
10,1004,55,278,12,"2020-07-15 22:00:00"
10,1004,56,274,11,"2020-07-15 23:00:00"
10,1004,57,270,11,"2020-07-16 00:00:00"
12,1004,56,264,11,"2020-07-16 01:00:00"
14,1003,54,258,10,"2020-07-16 02:00:00"
18,1003,53,252,10,"2020-07-16 03:00:00"
18,1003,57,244,10,"2020-07-16 04:00:00"
18,1004,61,237,10,"2020-07-16 05:00:00"
18,1004,64,230,9,"2020-07-16 06:00:00"
18,1004,64,222,10,"2020-07-16 07:00:00"
18,1005,63,214,11,"2020-07-16 08:00:00"
18,1005,63,207,12,"2020-07-16 09:00:00"
20,1005,51,214,12,"2020-07-16 10:00:00"
20,1005,39,220,13,"2020-07-16 11:00:00"
20,1005,26,227,14,"2020-07-16 12:00:00"
20,1004,27,238,15,"2020-07-16 13:00:00"
20,1004,28,248,16,"2020-07-16 14:00:00"
20,1003,29,258,17,"2020-07-16 15:00:00"
20,1003,32,262,16,"2020-07-16 16:00:00"
20,1004,34,267,16,"2020-07-16 17:00:00"
20,1004,37,271,16,"2020-07-16 18:00:00"
20,1004,45,269,15,"2020-07-16 19:00:00"
20,1005,54,267,13,"2020-07-16 20:00:00"
20,1005,63,266,12,"2020-07-16 21:00:00"
18,1005,67,257,11,"2020-07-16 22:00:00"
18,1005,70,249,11,"2020-07-16 23:00:00"
18,1005,74,241,10,"2020-07-17 00:00:00"
18,1005,74,237,11,"2020-07-17 01:00:00"
18,1004,75,232,11,"2020-07-17 02:00:00"
18,1004,75,228,12,"2020-07-17 03:00:00"
18,1004,72,225,11,"2020-07-17 04:00:00"
18,1004,70,222,11,"2020-07-17 05:00:00"
18,1004,68,220,10,"2020-07-17 06:00:00"
18,1005,64,212,10,"2020-07-17 07:00:00"
18,1005,60,205,9,"2020-07-17 08:00:00"
18,1005,57,198,9,"2020-07-17 09:00:00"
20,1005,56,206,10,"2020-07-17 10:00:00"
20,1004,55,214,12,"2020-07-17 11:00:00"
20,1004,55,222,13,"2020-07-17 12:00:00"
20,1004,51,230,14,"2020-07-17 13:00:00"
20,1003,48,237,15,"2020-07-17 14:00:00"
22,1003,44,245,17,"2020-07-17 15:00:00"
20,1003,47,246,16,"2020-07-17 16:00:00"
20,1003,51,247,16,"2020-07-17 17:00:00"
20,1003,54,248,15,"2020-07-17 18:00:00"
20,1003,59,245,14,"2020-07-17 19:00:00"
20,1004,63,243,13,"2020-07-17 20:00:00"
18,1005,68,241,12,"2020-07-17 21:00:00"
18,1005,71,233,13,"2020-07-17 22:00:00"
18,1005,74,225,13,"2020-07-17 23:00:00"
18,1005,77,218,14,"2020-07-18 00:00:00"
16,1004,76,215,14,"2020-07-18 01:00:00"
16,1004,74,212,15,"2020-07-18 02:00:00"
16,1004,73,209,15,"2020-07-18 03:00:00"
16,1004,72,204,14,"2020-07-18 04:00:00"
16,1004,71,200,14,"2020-07-18 05:00:00"
16,1004,70,196,13,"2020-07-18 06:00:00"
16,1004,70,192,14,"2020-07-18 07:00:00"
18,1004,70,188,15,"2020-07-18 08:00:00"
18,1005,70,184,17,"2020-07-18 09:00:00"
18,1004,56,190,17,"2020-07-18 10:00:00"
20,1004,43,196,18,"2020-07-18 11:00:00"
20,1004,30,202,18,"2020-07-18 12:00:00"
20,1004,26,204,19,"2020-07-18 13:00:00"
20,1003,23,206,19,"2020-07-18 14:00:00"
20,1003,19,208,20,"2020-07-18 15:00:00"
20,1003,22,205,19,"2020-07-18 16:00:00"
20,1003,26,203,19,"2020-07-18 17:00:00"
20,1003,29,200,18,"2020-07-18 18:00:00"
20,1003,33,197,19,"2020-07-18 19:00:00"
18,1003,38,195,19,"2020-07-18 20:00:00"
18,1004,42,193,19,"2020-07-18 21:00:00"
18,1004,45,188,19,"2020-07-18 22:00:00"
18,1004,48,183,19,"2020-07-18 23:00:00"
18,1004,51,179,19,"2020-07-19 00:00:00"
18,1004,60,178,19,"2020-07-19 01:00:00"
16,1003,70,178,19,"2020-07-19 02:00:00"
16,1003,79,177,19,"2020-07-19 03:00:00"
16,1003,77,174,19,"2020-07-19 04:00:00"
16,1003,74,172,18,"2020-07-19 05:00:00"
16,1003,72,169,18,"2020-07-19 06:00:00"
16,1003,69,167,19,"2020-07-19 07:00:00"
18,1003,65,165,20,"2020-07-19 08:00:00"
18,1004,62,163,22,"2020-07-19 09:00:00"
18,1003,66,172,22,"2020-07-19 10:00:00"
18,1003,71,181,23,"2020-07-19 11:00:00"
20,1003,75,190,23,"2020-07-19 12:00:00"
20,1002,75,195,23,"2020-07-19 13:00:00"
20,1001,75,200,23,"2020-07-19 14:00:00"
20,1001,75,205,23,"2020-07-19 15:00:00"
20,1001,76,204,21,"2020-07-19 16:00:00"
20,1001,77,203,20,"2020-07-19 17:00:00"
20,1001,78,203,18,"2020-07-19 18:00:00"
18,1001,77,205,17,"2020-07-19 19:00:00"
18,1002,76,208,16,"2020-07-19 20:00:00"
18,1003,74,210,15,"2020-07-19 21:00:00"
18,1003,76,218,15,"2020-07-19 22:00:00"
18,1003,77,226,16,"2020-07-19 23:00:00"
18,1003,78,233,17,"2020-07-20 00:00:00"
16,1002,83,235,18,"2020-07-20 01:00:00"
16,1002,87,237,20,"2020-07-20 02:00:00"
16,1001,92,240,21,"2020-07-20 03:00:00"
16,1001,90,234,21,"2020-07-20 04:00:00"
16,1001,87,229,21,"2020-07-20 05:00:00"
16,1001,85,224,22,"2020-07-20 06:00:00"
16,1001,81,217,23,"2020-07-20 07:00:00"
16,1001,77,209,24,"2020-07-20 08:00:00"
18,1002,73,202,25,"2020-07-20 09:00:00"
18,1001,73,206,28,"2020-07-20 10:00:00"
18,1001,74,211,31,"2020-07-20 11:00:00"
18,1001,74,215,34,"2020-07-20 12:00:00"
18,1000,75,218,34,"2020-07-20 13:00:00"
18,1000,75,222,35,"2020-07-20 14:00:00"
18,999,75,225,36,"2020-07-20 15:00:00"
18,999,77,228,34,"2020-07-20 16:00:00"
16,999,80,231,33,"2020-07-20 17:00:00"
16,999,83,234,32,"2020-07-20 18:00:00"
16,999,86,237,32,"2020-07-20 19:00:00"
16,999,89,239,32,"2020-07-20 20:00:00"
16,1000,92,242,32,"2020-07-20 21:00:00"
16,1000,94,247,33,"2020-07-20 22:00:00"
16,1000,97,252,33,"2020-07-20 23:00:00"
16,1000,100,257,33,"2020-07-21 00:00:00"
16,999,100,262,34,"2020-07-21 01:00:00"
16,999,100,266,34,"2020-07-21 02:00:00"
16,998,100,271,34,"2020-07-21 03:00:00"
14,998,100,266,36,"2020-07-21 04:00:00"
14,998,100,260,38,"2020-07-21 05:00:00"
14,997,100,255,41,"2020-07-21 06:00:00"
14,997,100,241,44,"2020-07-21 07:00:00"
12,997,100,227,48,"2020-07-21 08:00:00"
12,997,100,213,51,"2020-07-21 09:00:00"
12,996,100,217,51,"2020-07-21 10:00:00"
12,996,100,221,51,"2020-07-21 11:00:00"
12,996,100,226,51,"2020-07-21 12:00:00"
12,996,100,230,51,"2020-07-21 13:00:00"
12,995,100,235,51,"2020-07-21 14:00:00"
14,995,100,240,51,"2020-07-21 15:00:00"
14,995,100,246,49,"2020-07-21 16:00:00"
14,995,100,251,47,"2020-07-21 17:00:00"
14,995,100,256,45,"2020-07-21 18:00:00"
12,995,100,257,42,"2020-07-21 19:00:00"
12,996,100,258,39,"2020-07-21 20:00:00"
12,997,100,259,36,"2020-07-21 21:00:00"
10,997,98,257,33,"2020-07-21 22:00:00"
10,997,97,256,31,"2020-07-21 23:00:00"
10,997,95,255,29,"2020-07-22 00:00:00"
12,996,94,255,28,"2020-07-22 01:00:00"
14,996,92,256,26,"2020-07-22 02:00:00"
16,996,91,257,25,"2020-07-22 03:00:00"
14,996,94,258,26,"2020-07-22 04:00:00"
14,995,97,260,27,"2020-07-22 05:00:00"
14,995,100,262,27,"2020-07-22 06:00:00"
14,995,100,264,28,"2020-07-22 07:00:00"
14,995,100,267,29,"2020-07-22 08:00:00"
14,995,100,269,30,"2020-07-22 09:00:00"
14,995,100,258,29,"2020-07-22 10:00:00"
14,995,100,247,28,"2020-07-22 11:00:00"
14,995,100,236,26,"2020-07-22 12:00:00"
12,994,100,235,27,"2020-07-22 13:00:00"
12,994,100,233,27,"2020-07-22 14:00:00"
12,994,100,231,27,"2020-07-22 15:00:00"
12,994,100,239,32,"2020-07-22 16:00:00"
12,994,100,247,36,"2020-07-22 17:00:00"
12,995,100,256,41,"2020-07-22 18:00:00"
10,995,100,250,41,"2020-07-22 19:00:00"
10,996,100,245,41,"2020-07-22 20:00:00"
8,997,100,240,41,"2020-07-22 21:00:00"
8,996,100,239,39,"2020-07-22 22:00:00"
8,996,100,239,38,"2020-07-22 23:00:00"
8,996,100,239,36,"2020-07-23 00:00:00"
8,996,100,239,36,"2020-07-23 01:00:00"
10,995,100,239,35,"2020-07-23 02:00:00"
12,995,100,239,35,"2020-07-23 03:00:00"
12,995,100,236,35,"2020-07-23 04:00:00"
12,995,100,233,35,"2020-07-23 05:00:00"
12,995,100,230,35,"2020-07-23 06:00:00"
12,995,97,227,34,"2020-07-23 07:00:00"
12,996,95,224,32,"2020-07-23 08:00:00"
12,996,92,221,30,"2020-07-23 09:00:00"
12,996,89,225,32,"2020-07-23 10:00:00"
12,996,87,229,34,"2020-07-23 11:00:00"
14,996,84,232,36,"2020-07-23 12:00:00"
14,996,89,238,36,"2020-07-23 13:00:00"
14,996,95,244,37,"2020-07-23 14:00:00"
14,995,100,249,38,"2020-07-23 15:00:00"
14,996,96,252,38,"2020-07-23 16:00:00"
12,996,91,255,38,"2020-07-23 17:00:00"
12,996,87,257,39,"2020-07-23 18:00:00"
10,997,81,253,36,"2020-07-23 19:00:00"
8,997,74,248,33,"2020-07-23 20:00:00"
8,998,68,243,31,"2020-07-23 21:00:00"
6,998,73,239,30,"2020-07-23 22:00:00"
6,998,77,236,29,"2020-07-23 23:00:00"
6,999,82,232,29,"2020-07-24 00:00:00"
10,998,83,231,30,"2020-07-24 01:00:00"
12,998,84,230,31,"2020-07-24 02:00:00"
16,998,84,230,33,"2020-07-24 03:00:00"
16,999,83,230,34,"2020-07-24 04:00:00"
16,999,81,230,35,"2020-07-24 05:00:00"
16,999,80,230,36,"2020-07-24 06:00:00"
16,1000,75,230,35,"2020-07-24 07:00:00"
16,1001,70,230,35,"2020-07-24 08:00:00"
18,1002,65,229,35,"2020-07-24 09:00:00"
18,1002,64,230,35,"2020-07-24 10:00:00"
18,1002,62,230,35,"2020-07-24 11:00:00"
18,1002,61,231,36,"2020-07-24 12:00:00"
18,1002,68,232,36,"2020-07-24 13:00:00"
18,1001,76,233,37,"2020-07-24 14:00:00"
18,1001,83,234,38,"2020-07-24 15:00:00"
18,1001,83,233,37,"2020-07-24 16:00:00"
18,1002,82,233,36,"2020-07-24 17:00:00"
18,1002,81,232,36,"2020-07-24 18:00:00"
18,1003,77,231,35,"2020-07-24 19:00:00"
16,1003,73,230,33,"2020-07-24 20:00:00"
16,1004,70,229,32,"2020-07-24 21:00:00"
16,1004,66,229,33,"2020-07-24 22:00:00"
16,1004,63,230,33,"2020-07-24 23:00:00"
16,1004,59,231,33,"2020-07-25 00:00:00"
16,1004,59,233,33,"2020-07-25 01:00:00"
16,1004,59,235,33,"2020-07-25 02:00:00"
16,1004,59,237,33,"2020-07-25 03:00:00"
16,1004,59,237,32,"2020-07-25 04:00:00"
16,1004,58,237,31,"2020-07-25 05:00:00"
16,1004,58,238,30,"2020-07-25 06:00:00"
16,1004,56,238,30,"2020-07-25 07:00:00"
16,1005,55,238,30,"2020-07-25 08:00:00"
